"_IDSKU (Não alterável)","_NomeSKU","_EANSKU","_CodigoReferenciaSKU","_IDProduto (Não alterável)","_NomeProduto (Obrigatório)","_ProdutoAtivo (Não alterável)","_CodigoReferenciaProduto","_LinkTexto (Não alterável)","_TituloSite","_IDFornecedor","_IDDepartamento (Não alterável)","_NomeDepartamento","_IDCategoria","_NomeCategoria","_IDMarca","_Lojas"
"6598","Média","4005900840356","","26362","Protetor Solar Facial Antioleosidade Eucerin Sun Oil Control Médio FPS 70 50 ml","SIM","","protetor-solar-facial-antioleosidade-eucerin-sun-oil-control-medio-fps-70-50-g","Protetor Solar Facial Antioleosidade Eucerin Sun Oil Control Médio FPS 70 50 ml","","6","Dermocosmeticos","150","Protetor Solar","2000126",""
"6599","17 ml","100997913429","","26365","Ampola para Reparação Truss Shock Repair 17 ml","SIM","","ampola-para-reparacao-truss-shock-repair-17-ml","Ampola para Reparação Truss Shock Repair 17 ml","","1","Cabelos","17","Ampola de Tratamento","7",""
"6600","Caixa Ampola para Força Kérastase Genesis Cure Anti-Chute 10 x 6 ml","3474636857999","","26366","Caixa Ampola para Força Kérastase Genesis Cure Anti-Chute 10 x 6 ml","SIM","","caixa-de-ampola-para-forca-kerastase-genesis-cure-anti-chute-10-6-ml","Caixa Ampola para Força Kérastase Genesis Cure Anti-Chute 10 x 6 ml","","1","Cabelos","80","Cronograma Capilar","2000033",""
"6601","Caixa de Ampola para Tratamento Kérastase Spécifique Cure Anti-Pelliculaire 12 x 6 ml","3474636397532","","26367","Caixa de Ampola para Tratamento Kérastase Spécifique Cure Anti-Pelliculaire 12 x 6 ml","SIM","","caixa-ampola-para-tratamento-kerastase-specifique-cure-anti-pelliculaire-12-6-ml","Caixa de Ampola para Tratamento Kérastase Spécifique Cure Anti-Pelliculaire 12 x 6 ml","","1","Cabelos","80","Cronograma Capilar","2000033",""
"6602","Caixa de Ampola para Reconstrução Schwarzkopf Professional BC Bonacure Fibre 12 x 10 ml","4045787443493","","26368","Caixa de Ampola para Reconstrução Schwarzkopf Professional BC Bonacure Fibre 12 x 10 ml","NÃO","","caixa-de-ampola-para-reconstrucao-schwarzkopf-professional-bc-bonacure-fibre-12-10-ml","Caixa de Ampola para Reconstrução Schwarzkopf Professional BC Bonacure Fibre 12 x 10 ml","","1","Cabelos","80","Cronograma Capilar","2000063",""
"6603","Caixa de Ampola N.P.P.E. Hair Care Miracle Luminous Elixir 6 x 25 ml","7898663120004","","26369","Caixa de Ampola N.P.P.E. Hair Care Miracle Luminous Elixir 6 x 25 ml","NÃO","","caixa-de-ampola-n-p-p-e-miracle-luminous-elixir-6-25-ml","Caixa de Ampola N.P.P.E. Hair Care Miracle Luminous Elixir 6 x 25 ml","","1","Cabelos","80","Cronograma Capilar","8",""
"6604","6 ml","3474636974351","","26370","Ampola Antiqueda L'Oréal Professionnel Aminexil 6 ml","NÃO","","ampola-antiqueda-loreal-professionnel-aminexil-6-ml","Ampola Antiqueda L'Oréal Professionnel Aminexil 6 ml","","1","Cabelos","17","Ampola de Tratamento","1",""
"6605","200 ml ","7899706157117","","5484","Shampoo Anticaspa La Roche-Posay Kerium 200 ml","SIM","","shampoo-anticaspa-la-roche-posay-kerium-200-ml","Shampoo Anticaspa La Roche-Posay Kerium 200 ml","","1","Cabelos","10","Shampoo","2000101",""
"6606","125 ml","7899706152860","","5485","Shampoo Anticaspa Intensivo La Roche-Posay Kerium Ds 125 ml","SIM","","shampoo-anticaspa-intensivo-la-roche-posay-kerium-ds-125-ml","Shampoo Anticaspa Intensivo La Roche-Posay Kerium Ds 125 ml","","1","Cabelos","10","Shampoo","2000101",""
"6607","Clara","7899706158671","","5495","BB Cream Mousse Uniformizador La Roche-Posay Effaclar Clara 20 ml","SIM","","bb-cream-mousse-uniformizador-la-roche-posay-effaclar-clara-20-ml","BB Cream Mousse Uniformizador La Roche-Posay Effaclar Clara 20 ml","","5","Maquiagem","40","BB Cream e CC Cream","2000101",""
"6608","Média","7899706158732","","5498","BB Cream Mousse Uniformizador La Roche-Posay Effaclar Média 20 ml","SIM","","bb-cream-mousse-uniformizador-la-roche-posay-effaclar-media-20-ml","BB Cream Mousse Uniformizador La Roche-Posay Effaclar Média 20 ml","","5","Maquiagem","40","BB Cream e CC Cream","2000101",""
"6609","200 ml","7899706159333","","5486","Loção de Limpeza Corporal Cerave 200 ml","SIM","","locao-de-limpeza-corporal-cerave-200-ml","Loção de Limpeza Corporal Cerave 200 ml","","6","Dermocosmeticos","62","Locao","2000106",""
"6610","473 ml","7899706159357","","5487","Loção de Limpeza Corporal Cerave 473 ml","SIM","","locao-de-limpeza-corporal-cerave-473-ml","Loção de Limpeza Corporal Cerave 473 ml","","6","Dermocosmeticos","62","Locao","2000106",""
"6611","200 ml","7899706159258","","5488","Loção Hidratante Corporal Cerave 200 ml","SIM","","locao-hidratante-corporal-cerave-200-ml","Loção Hidratante Corporal Cerave 200 ml","","6","Dermocosmeticos","62","Locao","2000106",""
"6612","473 ml","7899706159272","","5489","Loção Hidratante Corporal Cerave 473 ml","SIM","","locao-hidratante-corporal-cerave-473-ml","Loção Hidratante Corporal Cerave 473 ml","","6","Dermocosmeticos","62","Locao","2000106",""
"6613","15 ml","7899706186391","","5490","Sérum Facial Antioxidante e Antioleosidade Skinceuticals Silymarin CF 15 ml","SIM","","serum-facial-skinceuticals-silymarin-cf-15ml","Sérum Facial Antioxidante e Antioleosidade Skinceuticals Silymarin CF 15 ml","","6","Dermocosmeticos","59","Serum","2000103",""
"6614","30 ml","3337875778916","","5499","Sérum Facial La Roche-Posay Glycolic HÁ 30 ml","SIM","","serum-facial-la-roche-posay-glycolic-ha-30ml","Sérum Facial La Roche-Posay Glycolic HÁ 30 ml","","6","Dermocosmeticos","59","Serum","2000101",""
"6615","400 ml","3337875656764","","5496","Óleo de Limpeza La Roche-Posay Lipikar Cleasing Oil AP+  400 ml","SIM","","oleo-de-limpeza-la-roche-posay-lipikar-cleasing-oil-ap-400ml","Óleo de Limpeza La Roche-Posay Lipikar Cleasing Oil AP+  400 ml","","6","Dermocosmeticos","63","Gel E Oleo","2000101",""
"6616","30 ml","7899706187015","","5491","Sérum Facial Skinceuticals Phyto Corrective Gel 30 ml","SIM","","serum-facial-skinceuticals-phyto-corrective-gel-30ml","Sérum Facial Skinceuticals Phyto Corrective Gel 30 ml","","6","Dermocosmeticos","59","Serum","2000103",""
"6617","40 g","7899706162128","","5492","Protetor Solar Facial Antioleosidade Skinceuticals UV Oil Defense FPS 80 40 g","SIM","","protetor-solar-facial-antioleosidade-skinceuticals-uv-oil-defense-fps-80-40-g","Protetor Solar Facial Antioleosidade Skinceuticals UV Oil Defense FPS 80 40 g","","6","Dermocosmeticos","150","Protetor Solar","2000103",""
"6618","40 g","7899706180689","","5497","Protetor Solar Facial Antioleosidade Skinceuticals Blemish + AGE UV Defense FPS 50 40 g","SIM","","protetor-solar-facial-antioleosidade-skinceuticals-blemish-age-uv-defense-fps-50-40-g","Protetor Solar Facial Antioleosidade Skinceuticals Blemish + AGE UV Defense FPS 50 40 g","","6","Dermocosmeticos","150","Protetor Solar","2000103",""
"6619","30 ml","3606000419292","","5493","Protetor Solar Facial Skinceuticals Physical Matte UV Defense Com Cor FPS 50 30 ml","SIM","","protetor-solar-facial-skinceuticals-physical-matte-uv-defense-com-cor-fps-50-30-ml","Protetor Solar Facial Skinceuticals Physical Matte UV Defense Com Cor FPS 50 30 ml","","6","Dermocosmeticos","151","Protetor Solar Tonalizante","2000103",""
"6620","40 g","7899706172646","","5494","Protetor Solar Facial Antioleosidade Skinceuticals UV Oil Defense Com Cor FPS 80 40 g","SIM","","protetor-solar-facial-antioleosidade-skinceuticals-uv-oil-defense-com-cor-fps-80-40-g","Protetor Solar Facial Antioleosidade Skinceuticals UV Oil Defense Com Cor FPS 80 40 g","","6","Dermocosmeticos","151","Protetor Solar Tonalizante","2000103",""
"6621","Vermelha","8411061970102","","5585","Sacola Carolina Herrera Vermelha","SIM","","sacola-carolina-herrera-vermelha","Sacola Carolina Herrera Vermelha","","93","Brindes","148","Brinde","2000011",""
"6622","Branca","7893518475414","","5586","Sacola Paco Rabanne Branca","SIM","","sacola-paco-rabanne-branca","Sacola Paco Rabanne Branca","","93","Brindes","148","Brinde","2000053",""
"6623","Colorida","618231078295","","5587","Sacola Benetton Colorida","SIM","","sacola-benetton-colorida","Sacola Benetton Colorida","","93","Brindes","148","Brinde","2000073",""
"6624","Azul","7654324125432","","5588","Sacola Banderas Azul","SIM","","sacola-antonio-banderas-azul","Sacola Banderas Azul","","93","Brindes","148","Brinde","2000004",""
"6625","Branca Pequena","7896475984128","","5589","Sacola Paco Rabanne Branca Pequena","SIM","","sacola-paco-rabanne-branca-pequena","Sacola Paco Rabanne Branca Pequena","","93","Brindes","148","Brinde","2000053",""
"6626","Branca","7891236547895","","5590","Sacola Jean Paul Gaultier Branca","SIM","","sacola-jean-paul-gaultier-branca","Sacola Jean Paul Gaultier Branca","","93","Brindes","148","Brinde","2000029",""
"6627","Kit L'Oréal Professionnel Serie Expert Inforcer - Shampoo 300 ml + Máscara 250 g","7899706194921","","1389701373","Kit L'Oréal Professionnel Serie Expert Inforcer - Shampoo 300 ml + Máscara 250 g","SIM","","kit-loreal-professionnel-serie-expert-inforcer-shampoo-300-ml-mascara-250-g","Kit L'Oréal Professionnel Serie Expert Inforcer - Shampoo 300 ml + Máscara 250 g","","1","Cabelos","80","Cronograma Capilar","1",""
"6628","Kit L'Oréal Professionnel Serie Expert Vitamino Color - Shampoo 300 ml + Máscara 250 g","7899706194327","","1389701375","Kit L'Oréal Professionnel Serie Expert Vitamino Color - Shampoo 300 ml + Máscara 250 g","SIM","","kit-loreal-professionnel-serie-expert-vitamino-color-nova-shampoo-300-ml-mascara-250-g","Kit L'Oréal Professionnel Serie Expert Vitamino Color - Shampoo 300 ml + Máscara 250 g","","1","Cabelos","80","Cronograma Capilar","1",""
"6629","Kit L’Oréal Professionnel Absolut Repair - Shampoo 300 ml + Máscara 250 g + Óleo 90 ml","7899706194303","","5529","Kit L’Oréal Professionnel Absolut Repair - Shampoo 300 ml + Máscara 250 g + Óleo 90 ml","SIM","","kit-loreal-professionnel-industria21-absolut-repair-shampoo-300-ml-mascara-250-g-oleo-190-ml","Kit L’Oréal Professionnel Absolut Repair - Shampoo 300 ml + Máscara 250 g + Óleo 90 ml","","1","Cabelos","80","Cronograma Capilar","1",""
"6630","Kit L’Oréal Professionnel Pro Longer- Shampoo 300 ml + Máscara 250 g + Leave-in 150 ml","7899706194365","","5530","Kit L’Oréal  Professionnel Pro Longer- Shampoo 300 ml + Máscara 250 g+ Leave-in 150 ml ","SIM","","kit-loreal-professionnel-industria21-pro-longer-shampoo-300-ml-mascara-250-g-leave-in-150-ml","Kit L’Oréal  Professionnel Pro Longer- Shampoo 300 ml + Máscara 250 g+ Leave-in 150 ml ","","1","Cabelos","80","Cronograma Capilar","1",""
"6631","Kit L’Oréal l Professionnel Vitamino Color- Shampoo 300 ml + Máscara 250 ml + Óleo 190 ml","7899706194341","","5531","Kit L’Oréal l Professionnel Vitamino Color - Shampoo 300 ml + Máscara 250 ml + Óleo 190 ml","SIM","","kit-loreal-professionnel-industria21-vitamino-color-shampoo-300-ml-mascara-250-ml-oleo-190-ml","Kit L’Oréal l Professionnel Vitamino Color - Shampoo 300 ml + Máscara 250 ml + Óleo 190 ml","","1","Cabelos","80","Cronograma Capilar","1",""
"6632","Kit Redken Extreme Length - Shampoo 300 ml + Condicionador 300 ml","7899706193696","","5532","Kit Redken Extreme Length - Shampoo 300 ml + Condicionador 300 ml","SIM","","kit-redken-extreme-length-industria21-shampoo-300-ml-condicionador-300-ml","Kit Redken Extreme Length - Shampoo 300 ml + Condicionador 300 ml","","1","Cabelos","80","Cronograma Capilar","2",""
"6633","Kit Redken Color Extend Magnetics - Shampoo 300 ml+ Máscara 250 ml ver no site","7899706193757","","5526","Kit Redken Color Extend Magnetics - Shampoo 300 ml+ Máscara 250 ml","SIM","","kit-redken-color-extend-magnetics-industria-shampoo-300-ml-mascara-250-ml","Kit Redken Color Extend Magnetics - Shampoo 300 ml+ Máscara 250 ml","","1","Cabelos","80","Cronograma Capilar","2",""
"6634","Kit Redken Extreme - Shampoo 300 ml + Máscara 250 ml","7899706193771","","5533","Kit Redken Extreme - Shampoo 300 ml + Máscara 250 ml","SIM","","kit-redken-extreme-industria-shampoo-300-ml-mascara-250-ml","Kit Redken Extreme - Shampoo 300 ml + Máscara 250 ml","","1","Cabelos","80","Cronograma Capilar","2",""
"6635","Kit Redken All Soft- Shampoo 300 ml + Tratamento 250 ml","7899706193795","","5528","Kit Redken All Soft- Shampoo 300 ml + Tratamento 250 ml","SIM","","kit-redken-all-soft-industria21-shampoo-300-ml-tratamento-250-ml","Kit Redken All Soft- Shampoo 300 ml + Tratamento 250 ml","","1","Cabelos","80","Cronograma Capilar","2",""
"6636","280 ml","7702045303506","","5479","Shampoo Senscience Silk Moisture 280 ml","SIM","","shampoo-senscience-silk-moisture-280-ml","Shampoo Senscience Silk Moisture 280 ml","","1","Cabelos","10","Shampoo","2000064",""
"6637","1000 ml","074469484053","","5480","Condicionador Senscience Smooth 1000 ml","SIM","","condicionador-senscience-smooth-1000-ml","Condicionador Senscience Smooth 1000 ml","","1","Cabelos","11","Condicionador","2000064",""
"6638","1000 ml","7702045206609","","5481","Condicionador Senscience True Hue Violet 1000 ml","SIM","","condicionador-senscience-true-hue-violet-1000-ml","Condicionador Senscience True Hue Violet 1000 ml","","1","Cabelos","11","Condicionador","2000064",""
"6639","200 ml","4045787640151","","5482","Máscara Desamareladora Schwarzkopf Professional BlondMe Tone Enhancing 200 ml","SIM","","mascara-desamareladora-schwarzkopf-professional-blondme-tone-enhancing-200-ml","Máscara Desamareladora Schwarzkopf Professional BlondMe Tone Enhancing 200 ml","","1","Cabelos","12","Mascaras","2000063",""
"6640","30 ml","4045787426809","","5483","Máscara de Reconstrução Schwarzkopf Professional BC Bonacure Peptide Repair Rescue 30 ml","SIM","","mascara-de-reconstrucao-schwarzkopf-professional-bc-bonacure-peptide-repair-rescue-30ml","Máscara de Reconstrução Schwarzkopf Professional BC Bonacure Peptide Repair Rescue 30 ml","","93","Brindes","148","Brinde","2000063",""
"6641","Kit Perfume Lancôme Idôle Feminino Eau de Parfum 75 ml + Créme 50ml + Lash 2,5 ml","7899706194440","","5534","Kit Perfume Lancôme Idôle Feminino Eau de Parfum 75 ml + Créme 50ml + Lash 2,5 ml","NÃO","","kit-perfume-lancome-idole-feminino-eau-de-parfum-75-ml-creme-50ml-lash-2-5-ml","Kit Perfume Lancôme Idôle Feminino Eau de Parfum 75 ml + Créme 50ml + Lash 2,5 ml","","3","Perfumes","85","Kits de Perfumes","2000036",""
"6642","Kit Lancôme La Vie Est Belle Eau de Parfum 75 ml + Body Lotion 50 ml + Gènifique 7 ml","7899706194464","","5535","Kit Lancôme La Vie Est Belle Eau de Parfum 75 ml + Body Lotion 50 ml + Gènifique 7 ml","NÃO","","kit-lancome-la-vie-est-belle-eau-de-parfum-7-ml-body-lotion-50ml-genifique-7-ml","Kit Lancôme La Vie Est Belle Eau de Parfum 75 ml + Body Lotion 50 ml + Gènifique 7 ml","","3","Perfumes","85","Kits de Perfumes","2000036",""
"6643","15 ml","7898702110041","","5559","Máscara de Hidratação Truss Miracle Summer Sache 15 ml","SIM","","mascara-de-hidratacao-truss-miracle-summer-sache-brinde-15-ml","Máscara de Hidratação Truss Miracle Summer Sache 15 ml","","93","Brindes","148","Brinde","7",""
"6644","200 ml","8719281054337","","26259","Mousse Texturizador Keune Style Salt 200 ml","SIM","","mousse-texturizador-keune-style-salt-200-ml","Mousse Texturizador Keune Style Salt 200 ml","","1","Cabelos","18","Modelador","12",""
"6645","125 ml","8719281066705","","26260","Gel Modelador Keune Style Brilliantine 125 ml","SIM","","gel-modelador-keune-style-brilliantine-125-ml","Gel Modelador Keune Style Brilliantine 125 ml","","1","Cabelos","18","Modelador","12",""
"6646","125 ml","8719281066712","","26261","Cera Fixadora Keune Style Forming Wax 125 ml","SIM","","cera-fixadora-keune-style-forming-wax-125-ml","Cera Fixadora Keune Style Forming Wax 125 ml","","1","Cabelos","14","Finalizador","12",""
"6647","125 ml","8719281066729","","26262","Pomada FIxadora Keune Style Matte Cream 125 ml","SIM","","pomada-fixadora-keune-style-matte-cream-125-ml","Pomada FIxadora Keune Style Matte Cream 125 ml","","1","Cabelos","14","Finalizador","12",""
"6648","125 ml","8719281066736","","26263","Pomada Texturizadora Keune Style Shaping Fibers 125 ml","SIM","","pomada-texturizadora-keune-style-shaping-fibers-125-ml","Pomada Texturizadora Keune Style Shaping Fibers 125 ml","","1","Cabelos","18","Modelador","12",""
"6649","125 ml","8719281066743","","26264","Cera Modelador Keune Style Fiber Wax 125 ml","SIM","","cera-modelador-keune-style-fiber-wax-125-ml","Cera Modelador Keune Style Fiber Wax 125 ml","","1","Cabelos","18","Modelador","12",""
"6650","125 ml","8719281066767","","26265","Creme Modelador Keune Style Restyle Cream 125ml","SIM","","creme-modelador-keune-style-restyle-cream-125ml","Creme Modelador Keune Style Restyle Cream 125 ml","","1","Cabelos","18","Modelador","12",""
"6651","Branca","7896609545713","","5563","Faixa de Cabelo Payot Branca","SIM","","faixa-de-cabelo-payot-branca","Faixa de Cabelo Payot Branca","","93","Brindes","148","Brinde","2000055",""
"6652","Kit Truss Miracle - Shampoo 300ml + Máscara 180 g","1001947677316","","5564","Kit Truss Miracle Summer - Shampoo 300 ml + Máscara 180 g","SIM","","kit-truss-miracle-shampoo-300ml-mascara-180g","Kit Truss Miracle Summer - Shampoo 300 ml + Máscara 180 g","","1","Cabelos","80","Cronograma Capilar","7",""
"6653","Kit Truss Miracle Summer - Shampoo 300 ml + Condicionador 300 ml + Tratamento de Reconstrução 260 ml","1000745130900","","26249","Kit Truss Miracle Summer - Shampoo 300 ml + Condicionador 300 ml + Tratamento de Reconstrução 260 ml","SIM","","kit-truss-miracle-summer-shampoo-300ml-condicionador-300ml-tratamento-reconstrucao-260-ml","Kit Truss Miracle Summer - Shampoo 300 ml + Condicionador 300 ml + Tratamento de Reconstrução 260 ml","","1","Cabelos","80","Cronograma Capilar","7",""
"6654","Kit Truss Miracle Summer - Shampoo 300 ml + Condicionador 300 ml","1003869587056","","5565","Kit Truss Miracle Summer - Shampoo 300 ml + Condicionador 300 ml","SIM","","kit-truss-miracle-summer-shampoo-300ml-condicionador-300ml","Kit Truss Miracle Summer - Shampoo 300 ml + Condicionador 300 ml","","1","Cabelos","80","Cronograma Capilar","7",""
"6655","Kit Truss Miracle - Shampoo 300 ml + Leave-in 225 ml + Esfoliante 170 ml","1005421701092","","5566","Kit Truss Miracle - Shampoo 300 ml + Leave-in 225 ml + Esfoliante 170 ml","SIM","","kit-truss-miracle-shampoo-300ml-leave-in-225ml-esfoliante-170ml","Kit Truss Miracle - Shampoo 300 ml + Leave-in 225 ml + Esfoliante 170 ml","","1","Cabelos","80","Cronograma Capilar","7",""
"6656","Kit Truss Miracle - Shampoo 300 ml +  Condicionador 300 ml + Esfoliante 170 ml","1003671202109","","5567","Kit Truss Miracle - Shampoo 300 ml +  Condicionador 300 ml + Esfoliante 170 ml","SIM","","kit-truss-miracle-shampoo-300ml-condicionador-300ml-esfoliante-170ml","Kit Truss Miracle - Shampoo 300 ml +  Condicionador 300 ml + Esfoliante 170 ml","","1","Cabelos","80","Cronograma Capilar","7",""
"6657","Kit Truss Infusion - Shampoo 300 ml + Condicionador 300 ml","1003686799021","","5568","Kit Truss Infusion - Shampoo 300 ml + Condicionador 300 ml","SIM","","kit-truss-miracle-infusion-shampoo-300ml-condicionador-300ml","Kit Truss Infusion - Shampoo 300 ml + Condicionador 300 ml","","1","Cabelos","80","Cronograma Capilar","7",""
